МАРКА,МОДЕЛЬ,ГОД,КОЛИЧЕСТВО
Bentley,bentley-continentalgt,2018,131
Bentley,bentley-continentalgt,2019,23
Bentley,bentley-continentalgt,2020,47
Bentley,bentley-continentalgt,2021,9
Bentley,bentley-continentalgt,2022,3
Bentley,bentley-continentalgt,2023,0
Bentley,bentley-continentalgt,2024,4
Bentley,bentley-flyingspur,2000,0
Bentley,bentley-flyingspur,2001,3
Bentley,bentley-flyingspur,2002,15
Bentley,bentley-flyingspur,2003,28
Bentley,bentley-flyingspur,2004,18
Bentley,bentley-flyingspur,2005,35
Bentley,bentley-flyingspur,2006,59
Bentley,bentley-flyingspur,2007,484
Bentley,bentley-flyingspur,2008,21
Bentley,bentley-flyingspur,2009,59
Bentley,bentley-flyingspur,2010,82
Bentley,bentley-flyingspur,2011,536
Bentley,bentley-flyingspur,2012,493
Bentley,bentley-flyingspur,2013,135
Bentley,bentley-flyingspur,2014,193
Bentley,bentley-flyingspur,2015,949
Bentley,bentley-flyingspur,2016,263
Bentley,bentley-flyingspur,2017,240
Bentley,bentley-flyingspur,2018,131
Bentley,bentley-flyingspur,2019,23
Bentley,bentley-flyingspur,2020,47
Bentley,bentley-flyingspur,2021,9
Bentley,bentley-flyingspur,2022,3
Bentley,bentley-flyingspur,2023,0
Bentley,bentley-flyingspur,2024,4
Bentley,bentley-mulsanne,2000,0
Bentley,bentley-mulsanne,2001,3
Bentley,bentley-mulsanne,2002,15
Bentley,bentley-mulsanne,2003,28
Bentley,bentley-mulsanne,2004,18
Bentley,bentley-mulsanne,2005,35
Bentley,bentley-mulsanne,2006,59
Bentley,bentley-mulsanne,2007,484
Bentley,bentley-mulsanne,2008,21
Bentley,bentley-mulsanne,2009,59
Bentley,bentley-mulsanne,2010,82
Bentley,bentley-mulsanne,2011,536
Bentley,bentley-mulsanne,2012,493
Bentley,bentley-mulsanne,2013,135
Bentley,bentley-mulsanne,2014,193
Bentley,bentley-mulsanne,2015,949
Bentley,bentley-mulsanne,2016,263
Bentley,bentley-mulsanne,2017,240
Bentley,bentley-mulsanne,2018,131
Bentley,bentley-mulsanne,2019,23
Bentley,bentley-mulsanne,2020,47
Bentley,bentley-mulsanne,2021,9
Bentley,bentley-mulsanne,2022,3
Bentley,bentley-mulsanne,2023,0
Bentley,bentley-mulsanne,2024,4
BMW,bmw-02e10,2000,45340
BMW,bmw-02e10,2001,49026
BMW,bmw-02e10,2002,58442
BMW,bmw-02e10,2003,65334
BMW,bmw-02e10,2004,62893
BMW,bmw-02e10,2005,66909
BMW,bmw-02e10,2006,58645
BMW,bmw-02e10,2007,59740
BMW,bmw-02e10,2008,70755
BMW,bmw-02e10,2009,56040
BMW,bmw-02e10,2010,56534
BMW,bmw-02e10,2011,63957
BMW,bmw-02e10,2012,55764
BMW,bmw-02e10,2013,49145
BMW,bmw-02e10,2014,43098
BMW,bmw-02e10,2015,50394
BMW,bmw-02e10,2016,41634
BMW,bmw-02e10,2017,46489
BMW,bmw-02e10,2018,60816
BMW,bmw-02e10,2019,46579
BMW,bmw-02e10,2020,32203
BMW,bmw-02e10,2021,18624
BMW,bmw-02e10,2022,10449
BMW,bmw-02e10,2023,3519
BMW,bmw-02e10,2024,208
BMW,bmw-1,2000,45340
BMW,bmw-1,2001,49026
BMW,bmw-1,2002,58442
BMW,bmw-1,2003,65334
BMW,bmw-1,2004,62893
BMW,bmw-1,2005,66909
BMW,bmw-1,2006,58645
BMW,bmw-1,2007,59740
BMW,bmw-1,2008,70755
BMW,bmw-1,2009,56040
BMW,bmw-1,2010,56534
BMW,bmw-1,2011,63957
BMW,bmw-1,2012,55764
BMW,bmw-1,2013,49145
BMW,bmw-1,2014,43098
BMW,bmw-1,2015,50394
BMW,bmw-1,2016,41634
BMW,bmw-1,2017,46489
BMW,bmw-1,2018,60816
BMW,bmw-1,2019,46579
BMW,bmw-1,2020,32203
BMW,bmw-1,2021,18624
BMW,bmw-1,2023,3519
BMW,bmw-1,2024,208
BMW,bmw-1e87e81e82e88,2000,45340
BMW,bmw-1e87e81e82e88,2001,49026
BMW,bmw-1e87e81e82e88,2002,58442
BMW,bmw-1e87e81e82e88,2003,65334
BMW,bmw-1e87e81e82e88,2004,62893
BMW,bmw-1e87e81e82e88,2005,66909
BMW,bmw-1e87e81e82e88,2006,58645
BMW,bmw-1e87e81e82e88,2007,59740
BMW,bmw-1e87e81e82e88,2008,70755
BMW,bmw-1e87e81e82e88,2009,56040
BMW,bmw-1e87e81e82e88,2010,56534
BMW,bmw-1e87e81e82e88,2011,63957
BMW,bmw-1e87e81e82e88,2012,55764
BMW,bmw-1e87e81e82e88,2013,49145
BMW,bmw-1e87e81e82e88,2014,43098
BMW,bmw-1e87e81e82e88,2015,50394
BMW,bmw-1e87e81e82e88,2016,41634
BMW,bmw-1e87e81e82e88,2017,46489
BMW,bmw-1e87e81e82e88,2018,60816
BMW,bmw-1e87e81e82e88,2019,46579
BMW,bmw-1e87e81e82e88,2020,32203
BMW,bmw-1e87e81e82e88,2021,18624
BMW,bmw-1e87e81e82e88,2022,10449
BMW,bmw-1e87e81e82e88,2023,3519
BMW,bmw-1e87e81e82e88,2024,208
BMW,bmw-1f20f21,2000,45340
BMW,bmw-1f20f21,2001,49026
BMW,bmw-1f20f21,2002,58442
BMW,bmw-1f20f21,2003,65334
BMW,bmw-1f20f21,2004,62893
BMW,bmw-1f20f21,2005,66909
BMW,bmw-1f20f21,2006,58645
BMW,bmw-1f20f21,2007,59740
BMW,bmw-1f20f21,2008,70755
BMW,bmw-1f20f21,2009,56040
BMW,bmw-1f20f21,2010,56534
BMW,bmw-1f20f21,2011,63957
BMW,bmw-1f20f21,2012,55764
BMW,bmw-1f20f21,2013,49145
BMW,bmw-1f20f21,2014,43098
BMW,bmw-1f20f21,2015,50394
BMW,bmw-1f20f21,2016,41634
BMW,bmw-1f20f21,2017,46489
BMW,bmw-1f20f21,2018,60816
BMW,bmw-1f20f21,2019,46579
BMW,bmw-1f20f21,2020,32203
BMW,bmw-1f20f21,2021,18624
BMW,bmw-1f20f21,2022,10449
BMW,bmw-1f20f21,2023,3519
BMW,bmw-1f20f21,2024,208
BMW,bmw-1f40,2000,45340
BMW,bmw-1f40,2001,49026
BMW,bmw-1f40,2002,58442
BMW,bmw-1f40,2003,65334
BMW,bmw-1f40,2004,62893
BMW,bmw-1f40,2005,66909
BMW,bmw-1f40,2006,58645
BMW,bmw-1f40,2007,59740
BMW,bmw-1f40,2008,70755
BMW,bmw-1f40,2009,56040
BMW,bmw-1f40,2010,56534
BMW,bmw-1f40,2011,63957
BMW,bmw-1f40,2012,55764
BMW,bmw-1f40,2013,49145
BMW,bmw-1f40,2014,43098
BMW,bmw-1f40,2015,50394
BMW,bmw-1f40,2016,41634
BMW,bmw-1f40,2017,46489
BMW,bmw-1f40,2018,60816
BMW,bmw-1f40,2019,46579
BMW,bmw-1f40,2020,32203
BMW,bmw-1f40,2021,18624
BMW,bmw-1f40,2022,10449
BMW,bmw-1f40,2023,3519
BMW,bmw-1f40,2024,208
BMW,bmw-2,2000,45340
BMW,bmw-2,2001,49026
BMW,bmw-2,2002,58442
BMW,bmw-2,2003,65334
BMW,bmw-2,2004,62893
BMW,bmw-2,2005,66909
BMW,bmw-2,2006,58645
BMW,bmw-2,2007,59740
BMW,bmw-2,2008,70755
BMW,bmw-2,2009,56040
BMW,bmw-2,2010,56534
BMW,bmw-2,2011,63957
BMW,bmw-2,2012,55764
BMW,bmw-2,2013,49145
BMW,bmw-2,2014,43098
BMW,bmw-2,2015,50394
BMW,bmw-2,2016,41634
BMW,bmw-2,2017,46489
BMW,bmw-2,2018,60816
BMW,bmw-2,2019,46579
BMW,bmw-2,2020,32203
BMW,bmw-2,2021,18624
BMW,bmw-2,2022,10449
BMW,bmw-2,2023,3519
BMW,bmw-2,2024,208
BMW,bmw-2f22f23,2000,45395
BMW,bmw-2f22f23,2001,49029
BMW,bmw-2f22f23,2002,58460
BMW,bmw-2f22f23,2003,65620
BMW,bmw-2f22f23,2004,62930
BMW,bmw-2f22f23,2005,67194
BMW,bmw-2f22f23,2006,58921
BMW,bmw-2f22f23,2007,59763
BMW,bmw-2f22f23,2008,70831
BMW,bmw-2f22f23,2009,56180
BMW,bmw-2f22f23,2010,56654
BMW,bmw-2f22f23,2011,64008
BMW,bmw-2f22f23,2012,55857
BMW,bmw-2f22f23,2013,49241
BMW,bmw-2f22f23,2014,43131
BMW,bmw-2f22f23,2015,50490
BMW,bmw-2f22f23,2016,41639
BMW,bmw-2f22f23,2017,46494
BMW,bmw-2f22f23,2018,60834
BMW,bmw-2f22f23,2019,46579
BMW,bmw-2f22f23,2020,32203
BMW,bmw-2f22f23,2021,18624
BMW,bmw-2f22f23,2022,10449
BMW,bmw-2f22f23,2023,3519
BMW,bmw-2f22f23,2024,208
BMW,bmw-2f44,2000,45395
BMW,bmw-2f44,2001,49029
BMW,bmw-2f44,2002,58460
BMW,bmw-2f44,2003,65620
BMW,bmw-2f44,2004,62930
BMW,bmw-2f44,2005,67194
BMW,bmw-2f44,2006,58921
BMW,bmw-2f44,2007,59763
BMW,bmw-2f44,2008,70831
BMW,bmw-2f44,2009,56180
BMW,bmw-2f44,2010,56654
BMW,bmw-2f44,2011,64008
BMW,bmw-2f44,2012,55857
BMW,bmw-2f44,2013,49241
BMW,bmw-2f44,2014,43131
BMW,bmw-2f44,2015,50490
BMW,bmw-2f44,2016,41639
BMW,bmw-2f44,2017,46494
BMW,bmw-2f44,2018,60834
BMW,bmw-2f44,2019,46586
BMW,bmw-2f44,2020,32205
BMW,bmw-2f44,2021,18630
BMW,bmw-2f44,2022,10447
BMW,bmw-2f44,2023,3525
BMW,bmw-2f44,2024,208
BMW,bmw-2f45f46,2000,45395
BMW,bmw-2f45f46,2001,49029
BMW,bmw-2f45f46,2002,58460
BMW,bmw-2f45f46,2003,65620
BMW,bmw-2f45f46,2004,62930
BMW,bmw-2f45f46,2005,67194
BMW,bmw-2f45f46,2006,58921
BMW,bmw-2f45f46,2007,59763
BMW,bmw-2f45f46,2008,70831
BMW,bmw-2f45f46,2009,56180
BMW,bmw-2f45f46,2010,56654
BMW,bmw-2f45f46,2011,64008
BMW,bmw-2f45f46,2012,55857
BMW,bmw-2f45f46,2013,49241
BMW,bmw-2f45f46,2014,43131
BMW,bmw-2f45f46,2015,50490
BMW,bmw-2f45f46,2016,41639
BMW,bmw-2f45f46,2017,46494
BMW,bmw-2f45f46,2018,60834
BMW,bmw-2f45f46,2019,46586
BMW,bmw-2f45f46,2020,32205
BMW,bmw-2f45f46,2021,18630
BMW,bmw-2f45f46,2022,10447
BMW,bmw-2f45f46,2023,3525
BMW,bmw-2f45f46,2024,208
BMW,bmw-2g42,2000,45395
BMW,bmw-2g42,2001,49029
BMW,bmw-2g42,2002,58460
BMW,bmw-2g42,2003,65620
BMW,bmw-2g42,2004,62930
BMW,bmw-2g42,2005,67194
BMW,bmw-2g42,2006,58921
BMW,bmw-2g42,2007,59763
BMW,bmw-2g42,2008,70831
BMW,bmw-2g42,2009,56180
BMW,bmw-2g42,2010,56654
BMW,bmw-2g42,2011,64008
BMW,bmw-2g42,2012,55857
BMW,bmw-2g42,2013,49241
BMW,bmw-2g42,2014,43131
BMW,bmw-2g42,2015,50490
BMW,bmw-2g42,2016,41639
BMW,bmw-2g42,2017,46494
BMW,bmw-2g42,2018,60834
BMW,bmw-2g42,2019,46586
BMW,bmw-2g42,2020,32205
BMW,bmw-2g42,2021,18630
BMW,bmw-2g42,2022,10447
BMW,bmw-2g42,2023,3525
BMW,bmw-2g42,2024,208
BMW,bmw-2u06,2000,45395
BMW,bmw-2u06,2001,49029
BMW,bmw-2u06,2002,58460
BMW,bmw-2u06,2003,65620
BMW,bmw-2u06,2004,62930
BMW,bmw-2u06,2005,67194
BMW,bmw-2u06,2006,58921
BMW,bmw-2u06,2007,59763
BMW,bmw-2u06,2008,70831
BMW,bmw-2u06,2009,56180
BMW,bmw-2u06,2010,56654
BMW,bmw-2u06,2011,64008
BMW,bmw-2u06,2012,55857
BMW,bmw-2u06,2013,49241
BMW,bmw-2u06,2014,43131
BMW,bmw-2u06,2015,50490
BMW,bmw-2u06,2016,41639
BMW,bmw-2u06,2017,46494
BMW,bmw-2u06,2018,60834
BMW,bmw-2u06,2019,46586
BMW,bmw-2u06,2020,32205
BMW,bmw-2u06,2021,18630
BMW,bmw-2u06,2022,10447
BMW,bmw-2u06,2023,3525
BMW,bmw-2u06,2024,208
BMW,bmw-3,2000,45395
BMW,bmw-3,2001,49029
BMW,bmw-3,2002,58460
BMW,bmw-3,2003,65620
BMW,bmw-3,2004,62930
BMW,bmw-3,2005,67194
BMW,bmw-3,2006,58921
BMW,bmw-3,2007,59763
BMW,bmw-3,2008,70831
BMW,bmw-3,2009,56180
BMW,bmw-3,2010,56654
BMW,bmw-3,2011,64008
BMW,bmw-3,2012,55857
BMW,bmw-3,2013,49241
BMW,bmw-3,2014,43131
BMW,bmw-3,2015,50490
BMW,bmw-3,2016,41639
BMW,bmw-3,2017,46494
BMW,bmw-3,2018,60834
BMW,bmw-3,2019,46586
BMW,bmw-3,2020,32205
BMW,bmw-3,2021,18630
BMW,bmw-3,2022,10447
BMW,bmw-3,2023,3525
BMW,bmw-3,2024,208
BMW,bmw-3e21,2000,45395
BMW,bmw-3e21,2001,49029
BMW,bmw-3e21,2002,58460
BMW,bmw-3e21,2003,65620
BMW,bmw-3e21,2004,62930
BMW,bmw-3e21,2005,67194
BMW,bmw-3e21,2006,58921
BMW,bmw-3e21,2007,59763
BMW,bmw-3e21,2008,70831
BMW,bmw-3e21,2009,56180
BMW,bmw-3e21,2010,56654
BMW,bmw-3e21,2011,64008
BMW,bmw-3e21,2012,55857
BMW,bmw-3e21,2013,49241
BMW,bmw-3e21,2014,43131
BMW,bmw-3e21,2015,50490
BMW,bmw-3e21,2016,41639
BMW,bmw-3e21,2017,46494
BMW,bmw-3e21,2018,60834
BMW,bmw-3e21,2019,46586
BMW,bmw-3e21,2020,32205
BMW,bmw-3e21,2021,18630
BMW,bmw-3e21,2022,10447
BMW,bmw-3e21,2023,3525
BMW,bmw-3e21,2024,208
BMW,bmw-3e30,2000,45395
BMW,bmw-3e30,2001,49029
BMW,bmw-3e30,2002,58460
BMW,bmw-3e30,2003,65620
BMW,bmw-3e30,2004,62930
BMW,bmw-3e30,2005,67194
BMW,bmw-3e30,2006,58921
BMW,bmw-3e30,2007,59763
BMW,bmw-3e30,2008,70831
BMW,bmw-3e30,2009,56180
BMW,bmw-3e30,2010,56654
BMW,bmw-3e30,2011,64008
BMW,bmw-3e30,2012,55857
BMW,bmw-3e30,2013,49241
BMW,bmw-3e30,2014,43131
BMW,bmw-3e30,2015,50490
BMW,bmw-3e30,2016,41639
BMW,bmw-3e30,2017,46494
BMW,bmw-3e30,2018,60834
BMW,bmw-3e30,2019,46586
BMW,bmw-3e30,2020,32205
BMW,bmw-3e30,2021,18630
BMW,bmw-3e30,2022,10447
BMW,bmw-3e30,2023,3525
BMW,bmw-3e30,2024,208
BMW,bmw-3e36,2000,45395
BMW,bmw-3e36,2001,49029
BMW,bmw-3e36,2002,58460
BMW,bmw-3e36,2003,65620
BMW,bmw-3e36,2004,62930
BMW,bmw-3e36,2005,67194
BMW,bmw-3e36,2006,58921
BMW,bmw-3e36,2007,59763
BMW,bmw-3e36,2008,70831
BMW,bmw-3e36,2009,56180
BMW,bmw-3e36,2010,56654
BMW,bmw-3e36,2011,64008
BMW,bmw-3e36,2012,55857
BMW,bmw-3e36,2013,49241
BMW,bmw-3e36,2014,43131
BMW,bmw-3e36,2015,50490
BMW,bmw-3e36,2016,41639
BMW,bmw-3e36,2017,46494
BMW,bmw-3e36,2018,60834
BMW,bmw-3e36,2019,46586
BMW,bmw-3e36,2020,32205
BMW,bmw-3e36,2021,18630
BMW,bmw-3e36,2022,10447
BMW,bmw-3e36,2023,3525
BMW,bmw-3e36,2024,208
BMW,bmw-3e46,2000,45369
BMW,bmw-3e46,2001,49018
BMW,bmw-3e46,2002,58443
BMW,bmw-3e46,2003,65555
BMW,bmw-3e46,2004,62912
BMW,bmw-3e46,2005,67183
BMW,bmw-3e46,2006,58845
BMW,bmw-3e46,2007,59727
BMW,bmw-3e46,2008,70766
BMW,bmw-3e46,2009,56163
BMW,bmw-3e46,2010,56549
BMW,bmw-3e46,2011,63999
BMW,bmw-3e46,2012,55808
BMW,bmw-3e46,2013,49241
BMW,bmw-3e46,2014,43095
BMW,bmw-3e46,2015,50454
BMW,bmw-3e46,2016,41593
BMW,bmw-3e46,2017,46468
BMW,bmw-3e46,2018,60798
BMW,bmw-3e46,2019,46586
BMW,bmw-3e46,2020,32205
BMW,bmw-3e46,2021,18619
BMW,bmw-3e46,2022,10447
BMW,bmw-3e46,2023,3525
BMW,bmw-3e46,2024,208
BMW,bmw-3e90e91e92e93,2000,45369
BMW,bmw-3e90e91e92e93,2001,49018
BMW,bmw-3e90e91e92e93,2002,58443
BMW,bmw-3e90e91e92e93,2003,65555
BMW,bmw-3e90e91e92e93,2004,62912
BMW,bmw-3e90e91e92e93,2005,67183
BMW,bmw-3e90e91e92e93,2006,58845
BMW,bmw-3e90e91e92e93,2007,59727
BMW,bmw-3e90e91e92e93,2008,70766
BMW,bmw-3e90e91e92e93,2009,56163
BMW,bmw-3e90e91e92e93,2010,56549
BMW,bmw-3e90e91e92e93,2011,63999
BMW,bmw-3e90e91e92e93,2012,55808
BMW,bmw-3e90e91e92e93,2013,49241
BMW,bmw-3e90e91e92e93,2014,43095
BMW,bmw-3e90e91e92e93,2015,50454
BMW,bmw-3e90e91e92e93,2016,41593
BMW,bmw-3e90e91e92e93,2017,46468
BMW,bmw-3e90e91e92e93,2018,60798
BMW,bmw-3e90e91e92e93,2019,46536
BMW,bmw-3e90e91e92e93,2020,32176
BMW,bmw-3e90e91e92e93,2021,18619
BMW,bmw-3e90e91e92e93,2022,10437
BMW,bmw-3e90e91e92e93,2023,3524
BMW,bmw-3e90e91e92e93,2024,208
BMW,bmw-3f30f31gtf34,2000,45369
BMW,bmw-3f30f31gtf34,2001,49018
BMW,bmw-3f30f31gtf34,2002,58443
BMW,bmw-3f30f31gtf34,2003,65555
BMW,bmw-3f30f31gtf34,2004,62912
BMW,bmw-3f30f31gtf34,2005,67183
BMW,bmw-3f30f31gtf34,2006,58845
BMW,bmw-3f30f31gtf34,2007,59727
BMW,bmw-3f30f31gtf34,2008,70766
BMW,bmw-3f30f31gtf34,2009,56163
BMW,bmw-3f30f31gtf34,2010,56549
BMW,bmw-3f30f31gtf34,2011,63999
BMW,bmw-3f30f31gtf34,2012,55808
BMW,bmw-3f30f31gtf34,2013,49241
BMW,bmw-3f30f31gtf34,2014,43095
BMW,bmw-3f30f31gtf34,2015,50454
BMW,bmw-3f30f31gtf34,2016,41593
BMW,bmw-3f30f31gtf34,2017,46468
BMW,bmw-3f30f31gtf34,2018,60798
BMW,bmw-3f30f31gtf34,2019,46536
BMW,bmw-3f30f31gtf34,2020,32176
BMW,bmw-3f30f31gtf34,2021,18619
BMW,bmw-3f30f31gtf34,2022,10437
BMW,bmw-3f30f31gtf34,2023,3524
BMW,bmw-3f30f31gtf34,2024,208
BMW,bmw-3g20g21,2000,45369
BMW,bmw-3g20g21,2001,49018
BMW,bmw-3g20g21,2002,58443
BMW,bmw-3g20g21,2003,65555
BMW,bmw-3g20g21,2004,62912
BMW,bmw-3g20g21,2005,67183
BMW,bmw-3g20g21,2006,58845
BMW,bmw-3g20g21,2007,59727
BMW,bmw-3g20g21,2008,70766
BMW,bmw-3g20g21,2009,56163
BMW,bmw-3g20g21,2010,56549
BMW,bmw-3g20g21,2011,63999
BMW,bmw-3g20g21,2012,55808
BMW,bmw-3g20g21,2013,49241
BMW,bmw-3g20g21,2014,43095
BMW,bmw-3g20g21,2015,50454
BMW,bmw-3g20g21,2016,41593
BMW,bmw-3g20g21,2017,46468
BMW,bmw-3g20g21,2018,60798
BMW,bmw-3g20g21,2019,46536
BMW,bmw-3g20g21,2020,32176
BMW,bmw-3g20g21,2021,18619
BMW,bmw-3g20g21,2022,10437
BMW,bmw-3g20g21,2023,3524
BMW,bmw-3g20g21,2024,208
BMW,bmw-4f32f33gtf36,2000,45369
BMW,bmw-4f32f33gtf36,2001,49018
BMW,bmw-4f32f33gtf36,2002,58443
BMW,bmw-4f32f33gtf36,2003,65555
BMW,bmw-4f32f33gtf36,2004,62912
BMW,bmw-4f32f33gtf36,2005,67183
BMW,bmw-4f32f33gtf36,2006,58845
BMW,bmw-4f32f33gtf36,2007,59727
BMW,bmw-4f32f33gtf36,2008,70766
BMW,bmw-4f32f33gtf36,2009,56163
BMW,bmw-4f32f33gtf36,2010,56549
BMW,bmw-4f32f33gtf36,2011,63999
BMW,bmw-4f32f33gtf36,2012,55808
BMW,bmw-4f32f33gtf36,2013,49241
BMW,bmw-4f32f33gtf36,2014,43095
BMW,bmw-4f32f33gtf36,2015,50454
BMW,bmw-4f32f33gtf36,2016,41593
BMW,bmw-4f32f33gtf36,2017,46468
BMW,bmw-4f32f33gtf36,2018,60798
BMW,bmw-4f32f33gtf36,2019,46536
BMW,bmw-4f32f33gtf36,2020,32176
BMW,bmw-4f32f33gtf36,2021,18619
BMW,bmw-4f32f33gtf36,2022,10437
BMW,bmw-4f32f33gtf36,2023,3524
BMW,bmw-4f32f33gtf36,2024,208
BMW,bmw-4g22g23,2000,45369
BMW,bmw-4g22g23,2001,49018
BMW,bmw-4g22g23,2002,58443
BMW,bmw-4g22g23,2003,65555
BMW,bmw-4g22g23,2004,62912
BMW,bmw-4g22g23,2005,67183
BMW,bmw-4g22g23,2006,58845
BMW,bmw-4g22g23,2007,59727
BMW,bmw-4g22g23,2008,70766
BMW,bmw-4g22g23,2009,56163
BMW,bmw-4g22g23,2010,56549
BMW,bmw-4g22g23,2011,63999
BMW,bmw-4g22g23,2012,55808
BMW,bmw-4g22g23,2013,49241
BMW,bmw-4g22g23,2014,43095
BMW,bmw-4g22g23,2015,50454
BMW,bmw-4g22g23,2016,41593
BMW,bmw-4g22g23,2017,46468
BMW,bmw-4g22g23,2018,60798
BMW,bmw-4g22g23,2019,46536
BMW,bmw-4g22g23,2020,32176
BMW,bmw-4g22g23,2021,18619
BMW,bmw-4g22g23,2022,10437
BMW,bmw-4g22g23,2023,3524
BMW,bmw-4g22g23,2024,208
BMW,bmw-4g26,2000,45369
BMW,bmw-4g26,2001,49018
BMW,bmw-4g26,2002,58443
BMW,bmw-4g26,2003,65555
BMW,bmw-4g26,2004,62912
BMW,bmw-4g26,2005,67183
BMW,bmw-4g26,2006,58845
BMW,bmw-4g26,2007,59727
BMW,bmw-4g26,2008,70766
BMW,bmw-4g26,2009,56163
BMW,bmw-4g26,2010,56549
BMW,bmw-4g26,2011,63999
BMW,bmw-4g26,2012,55808
BMW,bmw-4g26,2013,49241
BMW,bmw-4g26,2014,43095
BMW,bmw-4g26,2015,50454
BMW,bmw-4g26,2016,41593
BMW,bmw-4g26,2017,46468
BMW,bmw-4g26,2018,60798
BMW,bmw-4g26,2019,46536
BMW,bmw-4g26,2020,32176
BMW,bmw-4g26,2022,10437
BMW,bmw-4g26,2023,3524
BMW,bmw-4g26,2024,208
BMW,bmw-5,2000,45372
BMW,bmw-5,2001,49015
BMW,bmw-5,2002,58441
BMW,bmw-5,2003,65572
BMW,bmw-5,2004,62912
BMW,bmw-5,2005,67181
BMW,bmw-5,2006,58843
BMW,bmw-5,2007,59727
BMW,bmw-5,2008,70763
BMW,bmw-5,2009,56169
BMW,bmw-5,2010,56551
BMW,bmw-5,2011,63996
BMW,bmw-5,2012,55810
BMW,bmw-5,2013,49242
BMW,bmw-5,2014,43097
BMW,bmw-5,2015,50455
BMW,bmw-5,2016,41593
BMW,bmw-5,2017,46509
BMW,bmw-5,2018,60823
BMW,bmw-5,2019,46534
BMW,bmw-5,2020,32184
BMW,bmw-5,2021,18619
BMW,bmw-5,2022,10437
BMW,bmw-5,2023,3524
BMW,bmw-5,2024,208
BMW,bmw-5e12,2000,45372
BMW,bmw-5e12,2001,49015
BMW,bmw-5e12,2002,58441
BMW,bmw-5e12,2003,65572
BMW,bmw-5e12,2004,62912
BMW,bmw-5e12,2005,67181
BMW,bmw-5e12,2006,58843
BMW,bmw-5e12,2007,59727
BMW,bmw-5e12,2008,70763
BMW,bmw-5e12,2009,56169
BMW,bmw-5e12,2010,56551
BMW,bmw-5e12,2011,63996
BMW,bmw-5e12,2012,55810
BMW,bmw-5e12,2013,49242
BMW,bmw-5e12,2014,43097
BMW,bmw-5e12,2015,50455
BMW,bmw-5e12,2016,41593
BMW,bmw-5e12,2017,46509
BMW,bmw-5e12,2018,60823
BMW,bmw-5e12,2019,46534
BMW,bmw-5e12,2020,32184
BMW,bmw-5e12,2021,18619
BMW,bmw-5e12,2022,10437
BMW,bmw-5e12,2023,3524
BMW,bmw-5e12,2024,208
BMW,bmw-5e28,2000,45372
BMW,bmw-5e28,2001,49015
BMW,bmw-5e28,2002,58441
BMW,bmw-5e28,2003,65572
BMW,bmw-5e28,2004,62912
BMW,bmw-5e28,2005,67181
BMW,bmw-5e28,2006,58843
BMW,bmw-5e28,2007,59727
BMW,bmw-5e28,2008,70763
BMW,bmw-5e28,2009,56169
BMW,bmw-5e28,2010,56551
BMW,bmw-5e28,2011,63996
BMW,bmw-5e28,2012,55810
BMW,bmw-5e28,2013,49242
BMW,bmw-5e28,2014,43097
BMW,bmw-5e28,2015,50455
BMW,bmw-5e28,2016,41593
BMW,bmw-5e28,2017,46509
BMW,bmw-5e28,2018,60823
BMW,bmw-5e28,2019,46534
BMW,bmw-5e28,2020,32184
BMW,bmw-5e28,2021,18619
BMW,bmw-5e28,2022,10437
BMW,bmw-5e28,2023,3524
BMW,bmw-5e28,2024,208
BMW,bmw-5e34,2000,45372
BMW,bmw-5e34,2001,49015
BMW,bmw-5e34,2002,58441
BMW,bmw-5e34,2003,65572
BMW,bmw-5e34,2004,62912
BMW,bmw-5e34,2005,67181
BMW,bmw-5e34,2006,58843
BMW,bmw-5e34,2007,59727
BMW,bmw-5e34,2008,70763
BMW,bmw-5e34,2009,56169
BMW,bmw-5e34,2010,56551
BMW,bmw-5e34,2011,63996
BMW,bmw-5e34,2012,55810
BMW,bmw-5e34,2013,49242
BMW,bmw-5e34,2014,43097
BMW,bmw-5e34,2015,50455
BMW,bmw-5e34,2016,41593
BMW,bmw-5e34,2017,46509
BMW,bmw-5e34,2018,60823
BMW,bmw-5e34,2019,46534
BMW,bmw-5e34,2020,32184
BMW,bmw-5e34,2021,18619
BMW,bmw-5e34,2022,10437
BMW,bmw-5e34,2023,3524
BMW,bmw-5e34,2024,208
BMW,bmw-5e39,2000,45372
BMW,bmw-5e39,2001,49015
BMW,bmw-5e39,2002,58441
BMW,bmw-5e39,2003,65572
BMW,bmw-5e39,2004,62912
BMW,bmw-5e39,2005,67181
BMW,bmw-5e39,2006,58843
BMW,bmw-5e39,2007,59727
BMW,bmw-5e39,2008,70763
BMW,bmw-5e39,2009,56169
BMW,bmw-5e39,2010,56551
BMW,bmw-5e39,2011,63996
BMW,bmw-5e39,2012,55810
BMW,bmw-5e39,2013,49242
BMW,bmw-5e39,2014,43097
BMW,bmw-5e39,2015,50455
BMW,bmw-5e39,2016,41593
BMW,bmw-5e39,2017,46509
BMW,bmw-5e39,2018,60823
BMW,bmw-5e39,2019,46534
BMW,bmw-5e39,2020,32184
BMW,bmw-5e39,2021,18619
BMW,bmw-5e39,2022,10437
BMW,bmw-5e39,2023,3524
BMW,bmw-5e39,2024,208
BMW,bmw-5e60e61,2000,45372
BMW,bmw-5e60e61,2001,49015
BMW,bmw-5e60e61,2002,58441
BMW,bmw-5e60e61,2003,65572
